,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,short_inspect_date,short_violation_id,inspect_date,p1_3,p4_6,p7_9,p10_12,p13_18,p19_24,p25_36
3657,3657,3657,20350,84196,The Bagel Bakery Cafe,151 Townsend St,San Francisco,CA,94107,,,,,84196_20150722,7/22/2015 0:00,90.0,Routine - Unscheduled,84196_20150722_103154,Unclean or degraded floors walls or ceilings,Low Risk,20150722,103154,2015-07-22,0,0,0,0,2,0,4
3668,3668,3668,20463,76998,Zain's Liquor,34 03rd St,San Francisco,CA,94103,,,,,76998_20160901,9/1/2016 0:00,94.0,Routine - Unscheduled,76998_20160901_103120,Moderate risk food holding temperature,Moderate Risk,20160901,103120,2016-09-01,0,2,0,0,0,2,0
3671,3671,3671,20494,91276,A Mano,"450 Hayes St., Suite C-2",San Francisco,CA,94102,,,,,91276_20171019,10/19/2017 0:00,92.0,Routine - Unscheduled,91276_20171019_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171019,103124,2017-10-19,0,2,0,0,0,0,0
3682,3682,3682,20561,70305,Ghirardelli Chocolate Marketplace,900 North Point St #301,San Francisco,CA,94109,,,,14155473938.0,70305_20150709,7/9/2015 0:00,84.0,Routine - Unscheduled,70305_20150709_103133,Foods not protected from contamination,Moderate Risk,20150709,103133,2015-07-09,0,0,0,0,0,0,5
3695,3695,3695,20687,80524,The Steamin' Burger,Off The Grid,San Francisco,CA,,,,,,80524_20160315,3/15/2016 0:00,94.0,Routine - Unscheduled,80524_20160315_103133,Foods not protected from contamination,Moderate Risk,20160315,103133,2016-03-15,0,0,0,0,2,0,2
3716,3716,3716,20910,86277,Moonraker Mobile LLC,Off The Grid,San Francisco,CA,,,,,,86277_20160319,3/19/2016 0:00,94.0,Routine - Unscheduled,86277_20160319_103120,Moderate risk food holding temperature,Moderate Risk,20160319,103120,2016-03-19,0,0,4,0,0,0,2
3728,3728,3728,21002,82895,Park Central Hotel SF-Garde Manger,50 03rd St,San Francisco,CA,94103,,,,,82895_20150825,8/25/2015 0:00,85.0,Routine - Unscheduled,82895_20150825_103105,Improper cooling methods,High Risk,20150825,103105,2015-08-25,1,0,0,0,2,0,4
3738,3738,3738,21075,76817,Lers Ros 16th Street,3189 16th St,San Francisco,CA,94103,,,,14155302992.0,76817_20160902,9/2/2016 0:00,81.0,Routine - Unscheduled,76817_20160902_103132,Improper thawing methods,Moderate Risk,20160902,103132,2016-09-02,0,0,0,0,0,4,1
3741,3741,3741,21098,86059,Gochees Pizza,2 Embarcadero Center,San Francisco,CA,94111,,,,,86059_20160603,6/3/2016 0:00,98.0,Routine - Unscheduled,86059_20160603_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160603,103154,2016-06-03,0,0,1,0,0,1,0
3747,3747,3747,21145,68262,MV Scorpio,Pier 41,San Francisco,CA,94133,,,,,68262_20160713,7/13/2016 0:00,96.0,Routine - Unscheduled,68262_20160713_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160713,103119,2016-07-13,0,0,0,0,0,1,1
3757,3757,3757,21202,77772,Happy Donut,6 06th St,San Francisco,CA,94103,,,,,77772_20160922,9/22/2016 0:00,88.0,Routine - Unscheduled,77772_20160922_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160922,103119,2016-09-22,0,4,0,0,0,4,7
3759,3759,3759,21213,83135,Sqwers Restaurant,3015 Geary Blvd,San Francisco,CA,94118,,,,14155709979.0,83135_20161017,10/17/2016 0:00,68.0,Routine - Unscheduled,83135_20161017_103132,Improper thawing methods,Moderate Risk,20161017,103132,2016-10-17,4,0,0,0,7,0,0
3768,3768,3768,21343,84711,Thainery,380 Bush St #3,San Francisco,CA,94104,,,,,84711_20161102,11/2/2016 0:00,96.0,Routine - Unscheduled,84711_20161102_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20161102,103149,2016-11-02,0,0,2,0,2,0,0
3771,3771,3771,21365,82892,Asha Tea House,17 Kearny St,San Francisco,CA,94108,,,,,82892_20161101,11/1/2016 0:00,87.0,Routine - Unscheduled,82892_20161101_103156,Permit license or inspection report not posted,Low Risk,20161101,103156,2016-11-01,0,2,0,0,4,0,0
3776,3776,3776,21392,74761,Los Shucos Latin Hot Dogs,3224 1/2 22nd St,San Francisco,CA,94110,,,,14150455933.0,74761_20161103,11/3/2016 0:00,96.0,Routine - Unscheduled,74761_20161103_103120,Moderate risk food holding temperature,Moderate Risk,20161103,103120,2016-11-03,0,2,0,0,1,1,0
3779,3779,3779,21422,79974,"Antonelli Brothers Meat, Fish, and Poultry Inc.",3585 California St,San Francisco,CA,94118,,,,14155757413.0,79974_20161017,10/17/2016 0:00,94.0,Routine - Unscheduled,79974_20161017_103161,Low risk vermin infestation,Low Risk,20161017,103161,2016-10-17,0,3,0,0,3,0,0
3804,3804,3804,21634,93244,Lotus SF,2434 Mission St.,San Francisco,CA,94110,,,,,93244_20180109,1/9/2018 0:00,93.0,Routine - Unscheduled,93244_20180109_103105,Improper cooling methods,High Risk,20180109,103105,2018-01-09,1,0,0,0,0,0,0
3840,3840,3840,21850,82890,Park Central Hotel SF-Banquet & Catering,50 03rd St,San Francisco,CA,94103,,,,,82890_20150825,8/25/2015 0:00,78.0,Routine - Unscheduled,82890_20150825_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150825,103116,2015-08-25,1,0,0,0,1,0,5
3841,3841,3841,21859,70949,Saison,178 Townsend St,San Francisco,CA,94107,,,,,70949_20161129,11/29/2016 0:00,94.0,Routine - Unscheduled,70949_20161129_103143,Inadequate warewashing facilities or equipment,Low Risk,20161129,103143,2016-11-29,0,0,0,0,2,0,0
3859,3859,3859,21987,39481,Mateo's Bay Area Hot Dogs,833 Bryant St,San Francisco,CA,,,,,14155889291.0,39481_20150803,8/3/2015 0:00,79.0,Routine - Unscheduled,39481_20150803_103103,High risk food holding temperature,High Risk,20150803,103103,2015-08-03,2,0,0,0,0,1,6
3865,3865,3865,22035,74453,Tacos Club,2312 Market St,San Francisco,CA,94114,,,,,74453_20150414,4/14/2015 0:00,78.0,Routine - Unscheduled,74453_20150414_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20150414,103124,2015-04-14,0,0,0,0,4,0,4
3873,3873,3873,22121,90831,"Lite Bite, Inc.",220 Montgomery St Ste. 126,San Francisco,CA,94104,,,,,90831_20171016,10/16/2017 0:00,93.0,Routine - Unscheduled,90831_20171016_103103,High risk food holding temperature,High Risk,20171016,103103,2017-10-16,0,1,0,0,0,0,0
3889,3889,3889,22322,79299,Focaccia Market Bakery,1198 Mission St,San Francisco,CA,94103,,,,,79299_20160809,8/9/2016 0:00,87.0,Routine - Unscheduled,79299_20160809_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160809,103119,2016-08-09,0,0,0,4,0,3,4
3912,3912,3912,22410,80164,Ramen Underground,356 Kearny St,San Francisco,CA,94108,,,,,80164_20160803,8/3/2016 0:00,70.0,Routine - Unscheduled,80164_20160803_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160803,103119,2016-08-03,0,0,4,0,0,7,0
3913,3913,3913,22412,84581,Coffee Legend,4601 Geary Blvd,San Francisco,CA,94108,,,,,84581_20160728,7/28/2016 0:00,86.0,Routine - Unscheduled,84581_20160728_103120,Moderate risk food holding temperature,Moderate Risk,20160728,103120,2016-07-28,0,0,5,0,0,5,0
3925,3925,3925,22477,75029,Workshop Cafe,180 Montgomery St Ste. 100,San Francisco,CA,94104,,,,,75029_20160804,8/4/2016 0:00,79.0,Routine - Unscheduled,75029_20160804_103118,Employee eating or smoking,Moderate Risk,20160804,103118,2016-08-04,0,0,2,0,0,6,0
3926,3926,3926,22478,72024,Tacobar,2401 California St,San Francisco,CA,94115,,,,14155677745.0,72024_20160729,7/29/2016 0:00,96.0,Routine - Unscheduled,72024_20160729_103120,Moderate risk food holding temperature,Moderate Risk,20160729,103120,2016-07-29,0,0,0,4,0,1,0
3929,3929,3929,22506,87148,San Vicente Restaurant,4423 Mission,San Francisco,CA,94112,,,,,87148_20161018,10/18/2016 0:00,77.0,Routine - Unscheduled,87148_20161018_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20161018,103119,2016-10-18,6,0,0,0,7,0,0
3938,3938,3938,22547,76676,Little Vietnam Cafe,309 06th Ave,San Francisco,CA,94118,,,,,76676_20160727,7/27/2016 0:00,81.0,Routine - Unscheduled,76676_20160727_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160727,103124,2016-07-27,0,0,7,0,0,4,6
3946,3946,3946,22627,88110,Stripe,185 Berry St 4th Floor,San Francisco,CA,94107,,,,14155279556.0,88110_20161129,11/29/2016 0:00,87.0,Routine - Unscheduled,88110_20161129_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,20161129,103121,2016-11-29,0,0,0,0,3,0,0
3951,3951,3951,22672,81518,Senor Sisig #3,OFF The Grid,San Francisco,CA,,,,,14155605048.0,81518_20160806,8/6/2016 0:00,98.0,Routine - Unscheduled,81518_20160806_103150,Improper or defective plumbing,Low Risk,20160806,103150,2016-08-06,0,0,2,0,0,1,0
3958,3958,3958,22750,68242,Bacon Bacon LLC,205 A Frederick St,San Francisco,CA,94117,,,,,68242_20160725,7/25/2016 0:00,92.0,Routine - Unscheduled,68242_20160725_103120,Moderate risk food holding temperature,Moderate Risk,20160725,103120,2016-07-25,4,0,0,0,0,2,4
3959,3959,3959,22753,82998,Loews Regency San Francisco (Bar Pantry),222 Sansome St 1st Floor,San Francisco,CA,94104,,,,,82998_20160726,7/26/2016 0:00,92.0,Routine - Unscheduled,82998_20160726_103143,Inadequate warewashing facilities or equipment,Low Risk,20160726,103143,2016-07-26,0,0,0,0,0,3,0
3963,3963,3963,22762,69664,Golden Gate Park Golf Course,970 47th Ave,San Francisco,CA,94121,,,,14155758987.0,69664_20151023,10/23/2015 0:00,98.0,Routine - Unscheduled,69664_20151023_103144,Unapproved or unmaintained equipment or utensils,Low Risk,20151023,103144,2015-10-23,0,0,0,0,0,0,1
3968,3968,3968,22790,83000,Loews Regency San Francisco (Employee Cafeteria),222 Sansome St Basement,San Francisco,CA,94104,,,,,83000_20160726,7/26/2016 0:00,94.0,Routine - Unscheduled,83000_20160726_103150,Improper or defective plumbing,Low Risk,20160726,103150,2016-07-26,0,0,0,0,0,3,0
3998,3998,3998,23088,85026,Sushi Fantastic,215 Fremont St Suite 2A,San Francisco,CA,94105,,,,,85026_20151021,10/21/2015 0:00,90.0,Routine - Unscheduled,85026_20151021_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20151021,103149,2015-10-21,0,0,0,5,0,0,4
4004,4004,4004,23210,85679,Delicioso Creperie,1550 Bryant St,San Francisco,CA,94103,,,,,85679_20160317,3/17/2016 0:00,96.0,Routine - Unscheduled,85679_20160317_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20160317,103149,2016-03-17,0,0,2,0,0,0,2
4010,4010,4010,23254,81940,Rocko's Ice Cream Taco,Off The Grid,San Francisco,CA,,,,,14158914849.0,81940_20160805,8/5/2016 0:00,94.0,Routine - Unscheduled,81940_20160805_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160805,103124,2016-08-05,0,0,0,0,0,2,1
4011,4011,4011,23259,74216,MDJK Food Service,1390 Wallace St,San Francisco,CA,94124,,,,14155579906.0,74216_20150720,7/20/2015 0:00,86.0,Routine - Unscheduled,74216_20150720_103120,Moderate risk food holding temperature,Moderate Risk,20150720,103120,2015-07-20,0,0,0,0,0,0,5
4016,4016,4016,23319,38146,San Pancho's Tacos,491 Bayshore St,San Francisco,CA,,,,,14155335152.0,38146_20150818,8/18/2015 0:00,94.0,Routine - Unscheduled,38146_20150818_103130,Inadequate sewage or wastewater disposal,Moderate Risk,20150818,103130,2015-08-18,0,0,0,0,0,0,2
4022,4022,4022,23375,84615,Super Pan,5344 Geary Blvd,San Francisco,CA,94121,,,,,84615_20160628,6/28/2016 0:00,86.0,Routine - Unscheduled,84615_20160628_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160628,103119,2016-06-28,0,0,3,0,0,4,1
4027,4027,4027,23428,74485,Guckenheimer@Nektar,455 South Mission Bay Blvd,San Francisco,CA,94158,,,,,74485_20161107,11/7/2016 0:00,96.0,Routine - Unscheduled,74485_20161107_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,20161107,103121,2016-11-07,0,0,0,0,1,0,0
4030,4030,4030,23466,86336,Cuisine of Nepal,3486 B Mission,San Francisco,CA,94110,,,,,86336_20161103,11/3/2016 0:00,98.0,Routine - Unscheduled,86336_20161103_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161103,103154,2016-11-03,0,0,1,0,1,0,0
4033,4033,4033,23487,77252,Bravado,170 King St #109,San Francisco,CA,94107,,,,,77252_20160901,9/1/2016 0:00,87.0,Routine - Unscheduled,77252_20160901_103143,Inadequate warewashing facilities or equipment,Low Risk,20160901,103143,2016-09-01,0,0,0,0,0,4,0
4036,4036,4036,23523,72169,Pastel Brazzuca,290 De Haro St,San Francisco,CA,94103,,,,,72169_20161018,10/18/2016 0:00,90.0,Routine - Unscheduled,72169_20161018_103133,Foods not protected from contamination,Moderate Risk,20161018,103133,2016-10-18,0,0,0,0,3,0,0
4038,4038,4038,23570,68148,Sheng Kee Bakery & Cafe,814-816 Irving St,San Francisco,CA,94122,,,,,68148_20160624,6/24/2016 0:00,90.0,Routine - Unscheduled,68148_20160624_103154,Unclean or degraded floors walls or ceilings,Low Risk,20160624,103154,2016-06-24,5,0,0,0,0,3,0
4039,4039,4039,23598,90313,Tahini,2859 Mission St,San Francisco,CA,94110,,,,14150218424.0,90313_20170927,9/27/2017 0:00,96.0,Routine - Unscheduled,90313_20170927_103139,Improper food storage,Low Risk,20170927,103139,2017-09-27,0,0,2,0,0,0,0
4055,4055,4055,23743,76503,Subway Sandwiches #27662,388 Market St #102,San Francisco,CA,94111,,,,,76503_20180110,1/10/2018 0:00,90.0,Routine - Unscheduled,76503_20180110_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20180110,103149,2018-01-10,4,0,0,0,1,0,2
4057,4057,4057,23783,88721,Cholo Soy,2301 Mission St,San Francisco,CA,94110,,,,14155414316.0,88721_20180108,1/8/2018 0:00,92.0,Routine - Unscheduled,88721_20180108_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20180108,103119,2018-01-08,3,0,0,0,0,0,0
4058,4058,4058,23825,79156,Paramo Coffee,4 Embarcadero Center,San Francisco,CA,94111,,,,,79156_20161228,12/28/2016 0:00,94.0,Routine - Unscheduled,79156_20161228_103154,Unclean or degraded floors walls or ceilings,Low Risk,20161228,103154,2016-12-28,0,0,0,0,3,0,0
4059,4059,4059,23833,93492,Centro Latino de SF at the Star Hotel,2176 Mission St.,San Francisco,CA,94110,,,,,93492_20180110,1/10/2018 0:00,96.0,Routine - Unscheduled,93492_20180110_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20180110,103124,2018-01-10,1,0,0,0,0,0,0
4061,4061,4061,23896,81802,Dos Pinas,251 Rhode Island,San Francisco,CA,94103,,,,,81802_20161018,10/18/2016 0:00,83.0,Routine - Unscheduled,81802_20161018_103145,Improper storage of equipment utensils or linens,Low Risk,20161018,103145,2016-10-18,0,0,0,0,5,0,0
4063,4063,4063,23916,84558,Ruru Juice LLC,1111 08th St,San Francisco,CA,94107,,,,14150968087.0,84558_20160929,9/29/2016 0:00,89.0,Routine - Unscheduled,84558_20160929_103156,Permit license or inspection report not posted,Low Risk,20160929,103156,2016-09-29,0,0,0,2,0,3,0
4075,4075,4075,24099,73940,Adam's Grub Truck,Off The Grid,San Francisco,CA,,,,,,73940_20160730,7/30/2016 0:00,76.0,Routine - Unscheduled,73940_20160730_103156,Permit license or inspection report not posted,Low Risk,20160730,103156,2016-07-30,0,0,0,0,0,6,0
4078,4078,4078,24165,76479,Roadside Rosy's,1018 Columbus Ave,San Francisco,CA,94133,,,,,76479_20171020,10/20/2017 0:00,96.0,Routine - Unscheduled,76479_20171020_103139,Improper food storage,Low Risk,20171020,103139,2017-10-20,0,2,0,0,0,2,0
4080,4080,4080,24199,80682,Cozy Cafe,965 Sutter St Suite C,San Francisco,CA,94109,,,,14155924826.0,80682_20160803,8/3/2016 0:00,96.0,Routine - Unscheduled,80682_20160803_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20160803,103124,2016-08-03,1,0,2,0,0,1,2
4085,4085,4085,24251,91571,Fullskoop Inc.,1 Bush St,San Francisco,CA,94104,,,,14155990033.0,91571_20171018,10/18/2017 0:00,90.0,Routine - Unscheduled,91571_20171018_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20171018,103116,2017-10-18,0,3,0,0,0,0,0
4099,4099,4099,24542,81235,Burmese Kitchen,3815 Geary Blvd,San Francisco,CA,94118,,,,14150247450.0,81235_20171019,10/19/2017 0:00,79.0,Routine - Unscheduled,81235_20171019_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,20171019,103124,2017-10-19,0,5,0,0,5,0,5
4101,4101,4101,24564,82897,Park Central Hotel SF-Maso,50 03rd St,San Francisco,CA,94103,,,,,82897_20150825,8/25/2015 0:00,78.0,Routine - Unscheduled,82897_20150825_103116,Inadequate food safety knowledge or lack of certified food safety manager,Moderate Risk,20150825,103116,2015-08-25,2,0,0,0,3,0,4
4107,4107,4107,24629,90772,Petit Marlowe,234 Townsend St.,San Francisco,CA,94107,,,,,90772_20171017,10/17/2017 0:00,96.0,Routine - Unscheduled,90772_20171017_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,20171017,103149,2017-10-17,0,2,0,0,0,0,0
4110,4110,4110,24642,85796,"DJ Sushi, Inc.",450 Broadway St,San Francisco,CA,94133,,,,,85796_20160927,9/27/2016 0:00,84.0,Routine - Unscheduled,85796_20160927_103102,Unclean hands or improper use of gloves,High Risk,20160927,103102,2016-09-27,0,3,0,0,0,3,3
4125,4125,4125,24876,79599,Oasis Grill,711 #B Market St,San Francisco,CA,94103,,,,,79599_20160803,8/3/2016 0:00,92.0,Routine - Unscheduled,79599_20160803_103157,Food safety certificate or food handler card not available,Low Risk,20160803,103157,2016-08-03,0,3,0,0,0,3,3
4130,4130,4130,24961,78216,Creighton's Bakery Cafe,5214 D Diamond Heights Blvd,San Francisco,CA,94131,,,,14155282366.0,78216_20160808,8/8/2016 0:00,94.0,Routine - Unscheduled,78216_20160808_103121,Inadequate procedures or records for time as a public health control,Moderate Risk,20160808,103121,2016-08-08,0,1,0,0,0,2,0
4145,4145,4145,25301,91577,Fullskoop Inc.,1 Bush St,San Francisco,CA,94104,,,,14155297800.0,91577_20171018,10/18/2017 0:00,87.0,Routine - Unscheduled,91577_20171018_103158,Unpermitted food facility,Low Risk,20171018,103158,2017-10-18,0,3,0,0,0,0,0
4149,4149,4149,25371,84533,Pedrito's,3254 23rd St,San Francisco,CA,94110,,,,14155641815.0,84533_20161230,12/30/2016 0:00,90.0,Routine - Unscheduled,84533_20161230_103157,Food safety certificate or food handler card not available,Low Risk,20161230,103157,2016-12-30,0,4,0,0,5,0,0
4150,4150,4150,25412,82557,Country Grill (#2),Approved Private Locations,San Francisco,CA,,,,,14155945898.0,82557_20171018,10/18/2017 0:00,92.0,Routine - Unscheduled,82557_20171018_103134,Other moderate risk violation,Moderate Risk,20171018,103134,2017-10-18,0,2,0,0,0,0,0
4151,4151,4151,25478,85809,Boba Guys,8  St,San Francisco,CA,94102,,,,14155962622.0,85809_20160816,8/16/2016 0:00,92.0,Routine - Unscheduled,85809_20160816_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20160816,103119,2016-08-16,0,2,0,0,0,2,0
4159,4159,4159,25657,91829,Ritual Coffee Roasters,2299 Market St #A,San Francisco,CA,94114,,,,,91829_20171207,12/7/2017 0:00,96.0,Routine - Unscheduled,91829_20171207_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,20171207,103119,2017-12-07,0,1,0,2,0,0,0
4163,4163,4163,25718,76543,Curry Leaf,943 Columbus Ave,San Francisco,CA,94133,,,,,76543_20161229,12/29/2016 0:00,89.0,Routine - Unscheduled,76543_20161229_103105,Improper cooling methods,High Risk,20161229,103105,2016-12-29,0,0,0,0,2,0,3
4185,4185,4185,26091,69152,Polo Grounds Pub & Grill,747 03rd St,San Francisco,CA,94107,,,,,69152_20150617,6/17/2015 0:00,76.0,Routine - Unscheduled,69152_20150617_103120,Moderate risk food holding temperature,Moderate Risk,20150617,103120,2015-06-17,0,0,6,0,0,0,7
4188,4188,4188,26122,80819,VinDebut LLC,9 West Portal Ave,San Francisco,CA,94127,,,,14155351136.0,80819_20161130,11/30/2016 0:00,96.0,Routine - Unscheduled,80819_20161130_103157,Food safety certificate or food handler card not available,Low Risk,20161130,103157,2016-11-30,0,0,0,0,2,0,0
4201,4201,4201,26293,90733,Jeepsilog,2 Marina Blvd,San Francisco,CA,94080,,,,14150705586.0,90733_20171022,10/22/2017 0:00,92.0,Routine - Unscheduled,90733_20171022_103120,Moderate risk food holding temperature,Moderate Risk,20171022,103120,2017-10-22,0,3,0,0,0,0,0
4202,4202,4202,26310,87097,Pistos Tacos,2030 Lombard St,San Francisco,CA,94123,,,,,87097_20180215,2/15/2018 0:00,96.0,Routine - Unscheduled,87097_20180215_103152,Unclean unmaintained or improperly constructed toilet facilities,Low Risk,20180215,103152,2018-02-15,2,0,0,0,0,0,0
